place_name,review_text,sentiment_food,sentiment_service,sentiment_price,sentiment_global
Don Julio,Odie el lugar y la atencion.,NEU,NEG,NEU,NEG
La Cabrera,Excelente la comida y la atencion.,POS,POS,NEU,POS
Las Violetas,El lugar y el precio pesimo.,NEU,NEU,NEG,NEG
El Pobre Luis,El lugar y la comida odie.,NEG,NEU,NEU,NEG
Pizzería Guerrin,Estuvo rico el precio y la comida.,POS,NEU,POS,POS
El Pobre Luis,Muy malo la atencion y la comida.,NEG,NEG,NEU,NEG
Las Violetas,El precio y la comida no me gusto.,NEG,NEU,NEG,NEG
Sottovoce,La atencion y el precio amamos.,NEU,POS,POS,POS
La Mezzetta,El lugar y la atencion pesimo.,NEU,NEG,NEU,NEG
Sottovoce,El precio y la comida no me gusto.,NEG,NEU,NEG,NEG
Rapanui,La atencion y el precio muy bueno.,NEU,POS,POS,POS
El Cuartito,La atencion y el lugar estuvo rico.,NEU,POS,NEU,POS
Las Violetas,La atencion y la comida pesimo.,NEG,NEG,NEU,NEG
La Mezzetta,Horrible el lugar y el precio.,NEU,NEU,NEG,NEG
La Parolaccia,El lugar y la comida nos encanto.,POS,NEU,NEU,POS
Kansas,El precio y el lugar pesimo.,NEU,NEU,NEG,NEG
El Pobre Luis,Horrible la comida y el lugar.,NEG,NEU,NEU,NEG
Pizzería Guerrin,Disfrutamos mucho el lugar y la atencion.,NEU,POS,NEU,POS
El Pobre Luis,La atencion y el lugar no me gusto.,NEU,NEG,NEU,NEG
El Cuartito,El precio y la comida muy bueno.,POS,NEU,POS,POS
La Cabrera,El precio y el lugar disfrutamos mucho.,NEU,NEU,POS,POS
Las Violetas,Fue un desastre la atencion y la comida.,NEG,NEG,NEU,NEG
La Cabrera,El lugar y la comida fue un desastre.,NEG,NEU,NEU,NEG
Sottovoce,Me gusto la atencion y la comida.,POS,POS,NEU,POS
La Mezzetta,El lugar y el precio detestamos.,NEU,NEU,NEG,NEG
El Cuartito,Estuvo rico el lugar y la atencion.,NEU,POS,NEU,POS
Pizzería Guerrin,El precio y el lugar pesimo.,NEU,NEU,NEG,NEG
La Cabrera,No me gusto el precio y la atencion.,NEU,NEG,NEG,NEG
La Cabrera,El lugar y la comida odie.,NEG,NEU,NEU,NEG
Don Julio,Muy malo el precio y la atencion.,NEU,NEG,NEG,NEG
El Pobre Luis,Me gusto el precio y la atencion.,NEU,POS,POS,POS
Sottovoce,El precio y la comida pesimo.,NEG,NEU,NEG,NEG
Rapanui,La atencion y la comida estuvo rico.,POS,POS,NEU,POS
El Cuartito,La comida y el precio fue un desastre.,NEG,NEU,NEG,NEG
El Pobre Luis,Odie el precio y el lugar.,NEU,NEU,NEG,NEG
La Parolaccia,La atencion y el precio horrible.,NEU,NEG,NEG,NEG
Pizzería Guerrin,El lugar y la atencion horrible.,NEU,NEG,NEU,NEG
La Parolaccia,Horrible el lugar y el precio.,NEU,NEU,NEG,NEG
Sottovoce,La comida y el precio disfrutamos mucho.,POS,NEU,POS,POS
La Cabrera,Muy bueno el lugar y el precio.,NEU,NEU,POS,POS
La Mezzetta,Nos encanto el lugar y la atencion.,NEU,POS,NEU,POS
Antares,La comida y el lugar nos encanto.,POS,NEU,NEU,POS
Kansas,Amamos la atencion y el lugar.,NEU,POS,NEU,POS
La Parolaccia,Odie el precio y la atencion.,NEU,NEG,NEG,NEG
Pizzería Guerrin,El lugar y la comida odie.,NEG,NEU,NEU,NEG
El Cuartito,La atencion y el lugar excelente.,NEU,POS,NEU,POS
El Cuartito,La atencion y la comida detestamos.,NEG,NEG,NEU,NEG
Pizzería Guerrin,Me gusto la atencion y la comida.,POS,POS,NEU,POS
Antares,La atencion y la comida fue un desastre.,NEG,NEG,NEU,NEG
Don Julio,La comida y el lugar me gusto.,POS,NEU,NEU,POS
Rapanui,El lugar y el precio pesimo.,NEU,NEU,NEG,NEG
Antares,Me gusto la comida y el precio.,POS,NEU,POS,POS
Antares,Detestamos la comida y el lugar.,NEG,NEU,NEU,NEG
La Mezzetta,Detestamos la atencion y el precio.,NEU,NEG,NEG,NEG
La Cabrera,Excelente la comida y el lugar.,POS,NEU,NEU,POS
Rapanui,El precio y la atencion me gusto.,NEU,POS,POS,POS
Rapanui,El precio y la atencion muy malo.,NEU,NEG,NEG,NEG
La Cabrera,La atencion y el precio me gusto.,NEU,POS,POS,POS
Rapanui,La comida y la atencion muy malo.,NEG,NEG,NEU,NEG
La Mezzetta,El lugar y la comida me gusto.,POS,NEU,NEU,POS
El Cuartito,El precio y la atencion muy bueno.,NEU,POS,POS,POS
El Pobre Luis,Me gusto la atencion y el precio.,NEU,POS,POS,POS
La Parolaccia,El lugar y la comida estuvo rico.,POS,NEU,NEU,POS
Las Violetas,El precio y el lugar horrible.,NEU,NEU,NEG,NEG
Kansas,El precio y la comida muy malo.,NEG,NEU,NEG,NEG
Don Julio,No me gusto la atencion y el precio.,NEU,NEG,NEG,NEG
El Pobre Luis,La atencion y el precio pesimo.,NEU,NEG,NEG,NEG
Las Violetas,La atencion y el lugar excelente.,NEU,POS,NEU,POS
Rapanui,Odie la atencion y el lugar.,NEU,NEG,NEU,NEG
Antares,El lugar y la comida excelente.,POS,NEU,NEU,POS
Rapanui,Disfrutamos mucho la comida y el precio.,POS,NEU,POS,POS
Rapanui,Odie la atencion y el lugar.,NEU,NEG,NEU,NEG
La Mezzetta,El precio y el lugar detestamos.,NEU,NEU,NEG,NEG
La Parolaccia,La comida y la atencion odie.,NEG,NEG,NEU,NEG
La Parolaccia,Muy malo el lugar y la atencion.,NEU,NEG,NEU,NEG
Antares,La comida y la atencion estuvo rico.,POS,POS,NEU,POS
Pizzería Guerrin,La atencion y la comida fue un desastre.,NEG,NEG,NEU,NEG
El Pobre Luis,Muy malo la comida y la atencion.,NEG,NEG,NEU,NEG
Don Julio,Detestamos la comida y el precio.,NEG,NEU,NEG,NEG
Sottovoce,Horrible el lugar y la comida.,NEG,NEU,NEU,NEG
La Mezzetta,El precio y la atencion detestamos.,NEU,NEG,NEG,NEG
Rapanui,La comida y el lugar muy malo.,NEG,NEU,NEU,NEG
Las Violetas,Muy bueno el lugar y la comida.,POS,NEU,NEU,POS
El Pobre Luis,Me gusto la comida y la atencion.,POS,POS,NEU,POS
El Cuartito,Amamos la comida y la atencion.,POS,POS,NEU,POS
Kansas,Detestamos el precio y la atencion.,NEU,NEG,NEG,NEG
Rapanui,El precio y el lugar muy bueno.,NEU,NEU,POS,POS
El Cuartito,Odie la atencion y la comida.,NEG,NEG,NEU,NEG
Kansas,El precio y la atencion muy bueno.,NEU,POS,POS,POS
Rapanui,No me gusto la comida y el lugar.,NEG,NEU,NEU,NEG
El Cuartito,Detestamos el lugar y la atencion.,NEU,NEG,NEU,NEG
Sottovoce,La atencion y el lugar muy malo.,NEU,NEG,NEU,NEG
La Mezzetta,La comida y el precio pesimo.,NEG,NEU,NEG,NEG
Las Violetas,La atencion y el lugar estuvo rico.,NEU,POS,NEU,POS
Antares,Muy bueno la comida y la atencion.,POS,POS,NEU,POS
El Pobre Luis,Fue un desastre la comida y el precio.,NEG,NEU,NEG,NEG
Antares,Muy bueno el lugar y la comida.,POS,NEU,NEU,POS
Rapanui,La atencion y el precio nos encanto.,NEU,POS,POS,POS
La Cabrera,El lugar y la comida muy malo.,NEG,NEU,NEU,NEG
La Cabrera,El precio y el lugar fue un desastre.,NEU,NEU,NEG,NEG
Antares,Amamos la atencion y el precio.,NEU,POS,POS,POS
Kansas,La atencion y el lugar horrible.,NEU,NEG,NEU,NEG
Don Julio,Nos encanto el precio y la atencion.,NEU,POS,POS,POS
Las Violetas,El lugar y la atencion nos encanto.,NEU,POS,NEU,POS
Las Violetas,Muy malo el lugar y la atencion.,NEU,NEG,NEU,NEG
Rapanui,No me gusto la comida y el lugar.,NEG,NEU,NEU,NEG
La Mezzetta,Detestamos la atencion y el precio.,NEU,NEG,NEG,NEG
La Parolaccia,La comida y la atencion no me gusto.,NEG,NEG,NEU,NEG
La Cabrera,El lugar y el precio excelente.,NEU,NEU,POS,POS
La Mezzetta,Excelente el lugar y la comida.,POS,NEU,NEU,POS
Pizzería Guerrin,No me gusto el lugar y la comida.,NEG,NEU,NEU,NEG
Sottovoce,El lugar y el precio estuvo rico.,NEU,NEU,POS,POS
Don Julio,Amamos el lugar y la comida.,POS,NEU,NEU,POS
La Parolaccia,No me gusto el lugar y el precio.,NEU,NEU,NEG,NEG
El Pobre Luis,Excelente la comida y el lugar.,POS,NEU,NEU,POS
La Cabrera,Detestamos el lugar y el precio.,NEU,NEU,NEG,NEG
Rapanui,El lugar y la atencion horrible.,NEU,NEG,NEU,NEG
Pizzería Guerrin,Me gusto el precio y el lugar.,NEU,NEU,POS,POS
Las Violetas,La atencion y el lugar muy bueno.,NEU,POS,NEU,POS
Antares,Amamos la comida y el lugar.,POS,NEU,NEU,POS
La Parolaccia,La atencion y el precio estuvo rico.,NEU,POS,POS,POS
Las Violetas,El lugar y la atencion estuvo rico.,NEU,POS,NEU,POS
La Cabrera,El lugar y la atencion muy malo.,NEU,NEG,NEU,NEG
La Parolaccia,Estuvo rico la atencion y la comida.,POS,POS,NEU,POS
El Cuartito,El lugar y la atencion amamos.,NEU,POS,NEU,POS
Kansas,La comida y la atencion muy bueno.,POS,POS,NEU,POS
Rapanui,El precio y la comida muy bueno.,POS,NEU,POS,POS
El Pobre Luis,El lugar y la atencion no me gusto.,NEU,NEG,NEU,NEG
La Parolaccia,El precio y el lugar nos encanto.,NEU,NEU,POS,POS
El Pobre Luis,Nos encanto la comida y la atencion.,POS,POS,NEU,POS
La Mezzetta,El lugar y la comida estuvo rico.,POS,NEU,NEU,POS
La Mezzetta,El precio y la comida muy malo.,NEG,NEU,NEG,NEG
El Cuartito,Excelente el precio y el lugar.,NEU,NEU,POS,POS
Las Violetas,El lugar y la atencion me gusto.,NEU,POS,NEU,POS
El Pobre Luis,Nos encanto el precio y la comida.,POS,NEU,POS,POS
El Cuartito,Nos encanto la comida y el lugar.,POS,NEU,NEU,POS
El Cuartito,Horrible el lugar y la comida.,NEG,NEU,NEU,NEG
La Mezzetta,Excelente el precio y el lugar.,NEU,NEU,POS,POS
La Mezzetta,Excelente el precio y el lugar.,NEU,NEU,POS,POS
Kansas,La comida y el lugar odie.,NEG,NEU,NEU,NEG
Kansas,La comida y el precio nos encanto.,POS,NEU,POS,POS
Kansas,La atencion y el lugar odie.,NEU,NEG,NEU,NEG
Antares,Excelente el precio y la comida.,POS,NEU,POS,POS
El Pobre Luis,La comida y el lugar nos encanto.,POS,NEU,NEU,POS
Sottovoce,Muy malo la atencion y el lugar.,NEU,NEG,NEU,NEG
Las Violetas,Disfrutamos mucho la atencion y la comida.,POS,POS,NEU,POS
Rapanui,La comida y el precio disfrutamos mucho.,POS,NEU,POS,POS
La Mezzetta,Pesimo la comida y el lugar.,NEG,NEU,NEU,NEG
La Parolaccia,La atencion y la comida muy malo.,NEG,NEG,NEU,NEG
La Parolaccia,El lugar y la atencion pesimo.,NEU,NEG,NEU,NEG
Las Violetas,El lugar y el precio muy malo.,NEU,NEU,NEG,NEG
El Cuartito,Excelente el precio y el lugar.,NEU,NEU,POS,POS
Kansas,La comida y el lugar horrible.,NEG,NEU,NEU,NEG
La Cabrera,Nos encanto el lugar y el precio.,NEU,NEU,POS,POS
Kansas,Muy bueno la comida y el precio.,POS,NEU,POS,POS
Rapanui,Disfrutamos mucho el lugar y la comida.,POS,NEU,NEU,POS
Rapanui,Disfrutamos mucho la comida y la atencion.,POS,POS,NEU,POS
Don Julio,Horrible la comida y la atencion.,NEG,NEG,NEU,NEG
La Mezzetta,La comida y el lugar me gusto.,POS,NEU,NEU,POS
Pizzería Guerrin,El lugar y la comida pesimo.,NEG,NEU,NEU,NEG
El Pobre Luis,El precio y la atencion excelente.,NEU,POS,POS,POS
La Cabrera,El lugar y el precio muy bueno.,NEU,NEU,POS,POS
El Cuartito,Me gusto el precio y el lugar.,NEU,NEU,POS,POS
La Cabrera,Amamos el precio y el lugar.,NEU,NEU,POS,POS
El Cuartito,El precio y la atencion amamos.,NEU,POS,POS,POS
La Cabrera,El lugar y la comida me gusto.,POS,NEU,NEU,POS
Rapanui,Fue un desastre el precio y la comida.,NEG,NEU,NEG,NEG
Kansas,Me gusto la comida y la atencion.,POS,POS,NEU,POS
El Pobre Luis,El lugar y la atencion odie.,NEU,NEG,NEU,NEG
Rapanui,La atencion y el lugar horrible.,NEU,NEG,NEU,NEG
Sottovoce,Me gusto la comida y el precio.,POS,NEU,POS,POS
Sottovoce,El lugar y la atencion detestamos.,NEU,NEG,NEU,NEG
Rapanui,Amamos la comida y la atencion.,POS,POS,NEU,POS
La Cabrera,Me gusto el lugar y la comida.,POS,NEU,NEU,POS
El Cuartito,Estuvo rico la atencion y el precio.,NEU,POS,POS,POS
Don Julio,Pesimo el precio y la comida.,NEG,NEU,NEG,NEG
Sottovoce,Fue un desastre la atencion y el lugar.,NEU,NEG,NEU,NEG
Kansas,Muy bueno el lugar y la atencion.,NEU,POS,NEU,POS
La Mezzetta,El lugar y la atencion excelente.,NEU,POS,NEU,POS
La Cabrera,Muy malo la comida y el precio.,NEG,NEU,NEG,NEG
Don Julio,La comida y el lugar horrible.,NEG,NEU,NEU,NEG
Antares,El lugar y la comida muy bueno.,POS,NEU,NEU,POS
Pizzería Guerrin,La comida y el lugar me gusto.,POS,NEU,NEU,POS
Don Julio,La atencion y el lugar me gusto.,NEU,POS,NEU,POS
La Cabrera,La comida y la atencion estuvo rico.,POS,POS,NEU,POS
Sottovoce,El precio y el lugar me gusto.,NEU,NEU,POS,POS
Las Violetas,Nos encanto el precio y la comida.,POS,NEU,POS,POS
Sottovoce,La atencion y la comida me gusto.,POS,POS,NEU,POS
Don Julio,Nos encanto la comida y la atencion.,POS,POS,NEU,POS
Las Violetas,El lugar y la atencion estuvo rico.,NEU,POS,NEU,POS
La Mezzetta,La comida y el precio horrible.,NEG,NEU,NEG,NEG
La Cabrera,La comida y la atencion no me gusto.,NEG,NEG,NEU,NEG
Las Violetas,No me gusto el lugar y el precio.,NEU,NEU,NEG,NEG
El Cuartito,Nos encanto la atencion y la comida.,POS,POS,NEU,POS
Pizzería Guerrin,El lugar y la atencion nos encanto.,NEU,POS,NEU,POS
Pizzería Guerrin,Amamos el lugar y la comida.,POS,NEU,NEU,POS
La Parolaccia,Muy malo el precio y el lugar.,NEU,NEU,NEG,NEG
Las Violetas,Excelente la atencion y el lugar.,NEU,POS,NEU,POS
Don Julio,Odie el precio y el lugar.,NEU,NEU,NEG,NEG
Kansas,Muy bueno la comida y la atencion.,POS,POS,NEU,POS
La Mezzetta,La atencion y el precio nos encanto.,NEU,POS,POS,POS
El Cuartito,La comida y el precio me gusto.,POS,NEU,POS,POS
La Mezzetta,Fue un desastre el lugar y la atencion.,NEU,NEG,NEU,NEG
Kansas,El lugar y el precio excelente.,NEU,NEU,POS,POS
Kansas,La comida y la atencion muy bueno.,POS,POS,NEU,POS
Rapanui,El precio y el lugar amamos.,NEU,NEU,POS,POS
Kansas,El precio y la atencion estuvo rico.,NEU,POS,POS,POS
El Cuartito,La atencion y la comida muy bueno.,POS,POS,NEU,POS
La Cabrera,Disfrutamos mucho el lugar y la atencion.,NEU,POS,NEU,POS
Sottovoce,Horrible el lugar y la comida.,NEG,NEU,NEU,NEG
Rapanui,Fue un desastre la atencion y la comida.,NEG,NEG,NEU,NEG
Antares,No me gusto la comida y la atencion.,NEG,NEG,NEU,NEG
Antares,Me gusto el precio y la comida.,POS,NEU,POS,POS
Sottovoce,La comida y la atencion muy bueno.,POS,POS,NEU,POS
Antares,Horrible el precio y la atencion.,NEU,NEG,NEG,NEG
Kansas,Fue un desastre el lugar y la comida.,NEG,NEU,NEU,NEG
Sottovoce,El precio y la atencion excelente.,NEU,POS,POS,POS
La Parolaccia,La atencion y el precio odie.,NEU,NEG,NEG,NEG
Don Julio,La atencion y el precio no me gusto.,NEU,NEG,NEG,NEG
El Cuartito,La atencion y el lugar nos encanto.,NEU,POS,NEU,POS
El Pobre Luis,La comida y el precio muy bueno.,POS,NEU,POS,POS
Pizzería Guerrin,Amamos la comida y el lugar.,POS,NEU,NEU,POS
El Cuartito,Odie el precio y el lugar.,NEU,NEU,NEG,NEG
La Parolaccia,El lugar y la comida estuvo rico.,POS,NEU,NEU,POS
El Pobre Luis,El lugar y la atencion nos encanto.,NEU,POS,NEU,POS
Sottovoce,El lugar y la atencion horrible.,NEU,NEG,NEU,NEG
Antares,Odie la comida y el precio.,NEG,NEU,NEG,NEG
Don Julio,La atencion y el lugar detestamos.,NEU,NEG,NEU,NEG
Don Julio,La comida y el lugar nos encanto.,POS,NEU,NEU,POS
La Mezzetta,El precio y la comida nos encanto.,POS,NEU,POS,POS
El Pobre Luis,Pesimo el precio y el lugar.,NEU,NEU,NEG,NEG
Las Violetas,La comida y la atencion fue un desastre.,NEG,NEG,NEU,NEG
Antares,La atencion y el precio nos encanto.,NEU,POS,POS,POS
Sottovoce,La comida y la atencion horrible.,NEG,NEG,NEU,NEG
Las Violetas,Muy bueno el lugar y la comida.,POS,NEU,NEU,POS
El Cuartito,Excelente la comida y la atencion.,POS,POS,NEU,POS
El Cuartito,La comida y el precio nos encanto.,POS,NEU,POS,POS
Sottovoce,El lugar y la atencion muy bueno.,NEU,POS,NEU,POS
Antares,Pesimo la atencion y el precio.,NEU,NEG,NEG,NEG
El Cuartito,Nos encanto la atencion y la comida.,POS,POS,NEU,POS
Rapanui,El precio y la comida horrible.,NEG,NEU,NEG,NEG
La Cabrera,El lugar y la comida estuvo rico.,POS,NEU,NEU,POS
La Mezzetta,La atencion y el lugar muy malo.,NEU,NEG,NEU,NEG
El Cuartito,Nos encanto el precio y la atencion.,NEU,POS,POS,POS
Sottovoce,Me gusto el precio y la comida.,POS,NEU,POS,POS
Sottovoce,El lugar y la comida muy malo.,NEG,NEU,NEU,NEG
Pizzería Guerrin,Muy malo la comida y el precio.,NEG,NEU,NEG,NEG
El Pobre Luis,No me gusto el precio y el lugar.,NEU,NEU,NEG,NEG
Antares,El lugar y la atencion fue un desastre.,NEU,NEG,NEU,NEG
El Cuartito,Estuvo rico el precio y el lugar.,NEU,NEU,POS,POS
Las Violetas,Estuvo rico el precio y el lugar.,NEU,NEU,POS,POS
El Cuartito,La comida y la atencion fue un desastre.,NEG,NEG,NEU,NEG
La Mezzetta,Estuvo rico la atencion y el lugar.,NEU,POS,NEU,POS
Sottovoce,Estuvo rico el precio y la comida.,POS,NEU,POS,POS
Las Violetas,El lugar y el precio nos encanto.,NEU,NEU,POS,POS
La Cabrera,Me gusto el precio y la atencion.,NEU,POS,POS,POS
Pizzería Guerrin,Fue un desastre la comida y la atencion.,NEG,NEG,NEU,NEG
Sottovoce,Nos encanto el lugar y el precio.,NEU,NEU,POS,POS
La Cabrera,El precio y el lugar me gusto.,NEU,NEU,POS,POS
Las Violetas,La comida y la atencion nos encanto.,POS,POS,NEU,POS
La Parolaccia,Fue un desastre el lugar y la comida.,NEG,NEU,NEU,NEG
La Mezzetta,La atencion y el lugar horrible.,NEU,NEG,NEU,NEG
La Cabrera,La atencion y el precio fue un desastre.,NEU,NEG,NEG,NEG
Kansas,Fue un desastre el precio y la atencion.,NEU,NEG,NEG,NEG
La Mezzetta,Disfrutamos mucho la comida y el precio.,POS,NEU,POS,POS
La Mezzetta,Fue un desastre el precio y la atencion.,NEU,NEG,NEG,NEG
Rapanui,La atencion y la comida fue un desastre.,NEG,NEG,NEU,NEG
La Parolaccia,Horrible el precio y la atencion.,NEU,NEG,NEG,NEG
Rapanui,El precio y el lugar detestamos.,NEU,NEU,NEG,NEG
La Mezzetta,El lugar y la atencion odie.,NEU,NEG,NEU,NEG
Don Julio,Amamos el lugar y el precio.,NEU,NEU,POS,POS
La Cabrera,Muy bueno el precio y el lugar.,NEU,NEU,POS,POS
Don Julio,Disfrutamos mucho el lugar y el precio.,NEU,NEU,POS,POS
El Pobre Luis,La comida y el lugar fue un desastre.,NEG,NEU,NEU,NEG
Rapanui,No me gusto la atencion y el precio.,NEU,NEG,NEG,NEG
Las Violetas,Amamos el lugar y la comida.,POS,NEU,NEU,POS
Las Violetas,Amamos el precio y la atencion.,NEU,POS,POS,POS
La Cabrera,Pesimo la comida y el lugar.,NEG,NEU,NEU,NEG
La Cabrera,Detestamos la atencion y el precio.,NEU,NEG,NEG,NEG
La Mezzetta,Muy bueno la atencion y el precio.,NEU,POS,POS,POS
La Cabrera,Excelente la atencion y la comida.,POS,POS,NEU,POS
Las Violetas,El lugar y el precio amamos.,NEU,NEU,POS,POS
Las Violetas,Fue un desastre la atencion y el precio.,NEU,NEG,NEG,NEG
Sottovoce,Amamos la comida y la atencion.,POS,POS,NEU,POS
Sottovoce,Excelente la comida y el lugar.,POS,NEU,NEU,POS
Pizzería Guerrin,La atencion y el lugar fue un desastre.,NEU,NEG,NEU,NEG
Sottovoce,Me gusto la atencion y el precio.,NEU,POS,POS,POS
Las Violetas,Disfrutamos mucho el lugar y el precio.,NEU,NEU,POS,POS
Kansas,Disfrutamos mucho la atencion y el precio.,NEU,POS,POS,POS
La Mezzetta,El precio y la comida horrible.,NEG,NEU,NEG,NEG
Kansas,Detestamos la comida y la atencion.,NEG,NEG,NEU,NEG
Antares,La comida y el precio fue un desastre.,NEG,NEU,NEG,NEG
Antares,El lugar y la comida odie.,NEG,NEU,NEU,NEG
La Cabrera,El precio y el lugar estuvo rico.,NEU,NEU,POS,POS
La Cabrera,La comida y la atencion fue un desastre.,NEG,NEG,NEU,NEG
Rapanui,El lugar y la atencion odie.,NEU,NEG,NEU,NEG
Pizzería Guerrin,La atencion y el precio amamos.,NEU,POS,POS,POS
La Parolaccia,Disfrutamos mucho el precio y la comida.,POS,NEU,POS,POS
Kansas,La comida y el lugar pesimo.,NEG,NEU,NEU,NEG
Rapanui,La comida y el precio horrible.,NEG,NEU,NEG,NEG
La Mezzetta,Nos encanto la atencion y el precio.,NEU,POS,POS,POS
El Pobre Luis,El lugar y la comida muy malo.,NEG,NEU,NEU,NEG
El Cuartito,El precio y la comida horrible.,NEG,NEU,NEG,NEG
Las Violetas,Fue un desastre el precio y la atencion.,NEU,NEG,NEG,NEG
La Parolaccia,Muy malo la atencion y el precio.,NEU,NEG,NEG,NEG
La Cabrera,La comida y el precio muy bueno.,POS,NEU,POS,POS
La Cabrera,La comida y el lugar amamos.,POS,NEU,NEU,POS
Rapanui,La comida y el lugar muy malo.,NEG,NEU,NEU,NEG
Don Julio,Muy bueno el precio y la comida.,POS,NEU,POS,POS
La Mezzetta,El precio y la comida no me gusto.,NEG,NEU,NEG,NEG
Sottovoce,No me gusto la comida y la atencion.,NEG,NEG,NEU,NEG
Las Violetas,Excelente la comida y el precio.,POS,NEU,POS,POS
Rapanui,El lugar y el precio muy malo.,NEU,NEU,NEG,NEG
Antares,La comida y el precio nos encanto.,POS,NEU,POS,POS
La Mezzetta,El precio y la atencion muy bueno.,NEU,POS,POS,POS
Pizzería Guerrin,No me gusto el precio y el lugar.,NEU,NEU,NEG,NEG
Antares,El lugar y la comida pesimo.,NEG,NEU,NEU,NEG
Sottovoce,Fue un desastre la atencion y el precio.,NEU,NEG,NEG,NEG
La Mezzetta,La atencion y el lugar fue un desastre.,NEU,NEG,NEU,NEG
Antares,El precio y la comida odie.,NEG,NEU,NEG,NEG
Rapanui,La comida y el precio muy malo.,NEG,NEU,NEG,NEG
La Cabrera,Muy bueno el lugar y el precio.,NEU,NEU,POS,POS
Rapanui,Disfrutamos mucho el lugar y la comida.,POS,NEU,NEU,POS
Pizzería Guerrin,Disfrutamos mucho el lugar y la comida.,POS,NEU,NEU,POS
El Pobre Luis,Detestamos el lugar y la atencion.,NEU,NEG,NEU,NEG
La Cabrera,Amamos el precio y el lugar.,NEU,NEU,POS,POS
La Parolaccia,Estuvo rico el precio y la comida.,POS,NEU,POS,POS
Kansas,El precio y la atencion pesimo.,NEU,NEG,NEG,NEG
La Cabrera,El lugar y la comida fue un desastre.,NEG,NEU,NEU,NEG
Sottovoce,Horrible la atencion y el lugar.,NEU,NEG,NEU,NEG
La Cabrera,El precio y la comida odie.,NEG,NEU,NEG,NEG
Antares,Muy malo la comida y el precio.,NEG,NEU,NEG,NEG
El Cuartito,Odie la atencion y el precio.,NEU,NEG,NEG,NEG
La Parolaccia,Excelente la atencion y la comida.,POS,POS,NEU,POS
Las Violetas,El lugar y la comida disfrutamos mucho.,POS,NEU,NEU,POS
El Cuartito,La atencion y el precio estuvo rico.,NEU,POS,POS,POS
La Mezzetta,Disfrutamos mucho el lugar y el precio.,NEU,NEU,POS,POS
Kansas,Horrible el lugar y el precio.,NEU,NEU,NEG,NEG
Sottovoce,El lugar y la atencion horrible.,NEU,NEG,NEU,NEG
El Cuartito,La atencion y la comida estuvo rico.,POS,POS,NEU,POS
Rapanui,Me gusto el lugar y el precio.,NEU,NEU,POS,POS
La Cabrera,El precio y la comida disfrutamos mucho.,POS,NEU,POS,POS
La Parolaccia,La comida y el precio detestamos.,NEG,NEU,NEG,NEG
Antares,La comida y la atencion no me gusto.,NEG,NEG,NEU,NEG
Las Violetas,La atencion y el precio amamos.,NEU,POS,POS,POS
El Pobre Luis,La comida y la atencion detestamos.,NEG,NEG,NEU,NEG
Don Julio,Disfrutamos mucho el lugar y el precio.,NEU,NEU,POS,POS
El Cuartito,Excelente el precio y el lugar.,NEU,NEU,POS,POS
El Cuartito,El precio y el lugar amamos.,NEU,NEU,POS,POS
La Mezzetta,Pesimo el precio y la atencion.,NEU,NEG,NEG,NEG
La Parolaccia,Detestamos el precio y la comida.,NEG,NEU,NEG,NEG
La Parolaccia,La comida y el precio amamos.,POS,NEU,POS,POS
Rapanui,Odie el lugar y el precio.,NEU,NEU,NEG,NEG
Pizzería Guerrin,Amamos el lugar y el precio.,NEU,NEU,POS,POS
Antares,Pesimo el precio y la atencion.,NEU,NEG,NEG,NEG
El Pobre Luis,El lugar y la atencion odie.,NEU,NEG,NEU,NEG
La Mezzetta,Horrible la atencion y la comida.,NEG,NEG,NEU,NEG
La Mezzetta,Muy bueno la atencion y la comida.,POS,POS,NEU,POS
Sottovoce,Muy bueno el lugar y la comida.,POS,NEU,NEU,POS
Las Violetas,El lugar y el precio no me gusto.,NEU,NEU,NEG,NEG
El Pobre Luis,No me gusto el precio y la comida.,NEG,NEU,NEG,NEG
Las Violetas,Detestamos la atencion y la comida.,NEG,NEG,NEU,NEG
El Pobre Luis,Muy bueno el precio y la atencion.,NEU,POS,POS,POS
Sottovoce,El precio y la atencion no me gusto.,NEU,NEG,NEG,NEG
Antares,Disfrutamos mucho el precio y la comida.,POS,NEU,POS,POS
Antares,No me gusto la atencion y el lugar.,NEU,NEG,NEU,NEG
Kansas,El lugar y la comida no me gusto.,NEG,NEU,NEU,NEG
La Mezzetta,Detestamos el precio y el lugar.,NEU,NEU,NEG,NEG
La Mezzetta,El precio y la atencion muy bueno.,NEU,POS,POS,POS
La Mezzetta,Horrible la atencion y la comida.,NEG,NEG,NEU,NEG
El Cuartito,Excelente el lugar y la atencion.,NEU,POS,NEU,POS
La Parolaccia,La atencion y el precio nos encanto.,NEU,POS,POS,POS
El Cuartito,La atencion y el precio muy malo.,NEU,NEG,NEG,NEG
El Pobre Luis,Estuvo rico el lugar y la atencion.,NEU,POS,NEU,POS
Las Violetas,Me gusto el lugar y la comida.,POS,NEU,NEU,POS
La Parolaccia,Muy malo el precio y la comida.,NEG,NEU,NEG,NEG
La Mezzetta,No me gusto el lugar y la comida.,NEG,NEU,NEU,NEG
El Cuartito,Disfrutamos mucho la comida y la atencion.,POS,POS,NEU,POS
La Parolaccia,La comida y el precio pesimo.,NEG,NEU,NEG,NEG
El Cuartito,Muy malo el lugar y el precio.,NEU,NEU,NEG,NEG
